date,language,files,lines,code,comments,blanks
"2012-10-15","D",2,57,10,40,7
"2012-10-15","C Shell",1,34,19,6,9
"2012-10-15","Scons",1,25,18,1,6
"2012-10-15","Ada",1,21,16,0,5
"2012-10-15","MSBuild",1,14,14,0,0
"2012-10-15","Ruby",1,4,3,0,1
"2012-10-22","Total",0,9625122,6906593,1460713,1257816
"2012-10-22","C++",5901,2846128,2138889,305264,401975
"2012-10-22","C",3124,1878504,1369640,290453,218411
"2012-10-22","C Header",8022,1548472,945517,395305,207650
"2012-10-22","JavaScript",10878,1484123,1056622,186579,240922
"2012-10-22","HTML",16644,536541,487407,20232,28902
"2012-10-22","Python",1021,196344,151178,17857,27309
"2012-10-22","Java",957,178052,108302,47908,21842
"2012-10-22","Autoconf",1705,151066,114405,14933,21728
"2012-10-22","Plain Text",430,116676,0,108507,8169
"2012-10-22","Shell",300,90627,68599,13140,8888
"2012-10-22","CSS",679,84011,63812,5489,14710
"2012-10-22","Assembly",180,75551,55065,7865,12621
"2012-10-22","GNU Style Assembly",185,74971,63199,4455,7317
"2012-10-22","XML",884,72488,63652,3625,5211
"2012-10-22","Objective-C++",157,55787,39225,7233,9329
"2012-10-22","Visual Studio Project",47,46555,46555,0,0
"2012-10-22","Makefile",714,41940,22134,11524,8282
"2012-10-22","SVG",1676,39749,30807,5389,3553
"2012-10-22","Perl",152,25731,17582,4721,3428
"2012-10-22","JSON",85,21564,21561,0,3
"2012-10-22","C++ Header",56,19750,13870,3142,2738
"2012-10-22","TeX",29,10311,6425,2586,1300
"2012-10-22","Objective-C",31,5132,3868,528,736
"2012-10-22","Automake",19,4099,3427,279,393
"2012-10-22","Module-Definition",39,3972,3031,908,33
"2012-10-22","INI",231,3883,3092,429,362
"2012-10-22","Happy",3,2525,2297,0,228
"2012-10-22","SWIG",2,1622,1306,49,267
"2012-10-22","Markdown",18,1172,0,834,338
"2012-10-22","BASH",17,1137,620,353,164
"2012-10-22","ReStructuredText",6,1116,833,0,283
"2012-10-22","Visual Studio Solution",12,868,862,0,6
"2012-10-22","Batch",22,765,585,45,135
"2012-10-22","CMake",3,616,363,173,80
"2012-10-22","XSL",14,416,332,22,62
"2012-10-22","PHP",2,384,248,61,75
"2012-10-22","GLSL",13,365,119,223,23
"2012-10-22","RPM Specfile",4,307,221,23,63
"2012-10-22","Emacs Lisp",2,305,228,37,40
"2012-10-22","Protocol Buffers",3,299,112,127,60
"2012-10-22","HLSL",1,277,200,27,50
"2012-10-22","Xcode Config",9,267,59,166,42
"2012-10-22","Pan",1,151,85,42,24
"2012-10-22","PowerShell",1,148,31,107,10
"2012-10-22","Pascal",1,126,98,13,15
"2012-10-22","Fish",1,74,50,13,11
"2012-10-22","D",2,57,10,40,7
"2012-10-22","C Shell",1,34,19,6,9
"2012-10-22","Scons",1,25,18,1,6
"2012-10-22","Ada",1,21,16,0,5
"2012-10-22","MSBuild",1,14,14,0,0
"2012-10-22","Ruby",1,4,3,0,1
"2012-10-29","Total",0,9607316,6892839,1458965,1255512
"2012-10-29","C++",5894,2839053,2133276,304712,401065
"2012-10-29","C",3123,1878479,1369631,290438,218410
"2012-10-29","C Header",8008,1544890,942922,394860,207108
"2012-10-29","JavaScript",10836,1480738,1054024,186238,240476
"2012-10-29","HTML",16610,535954,486879,20191,28884
"2012-10-29","Python",1018,195595,150593,17794,27208
"2012-10-29","Java",952,176165,107002,47587,21576
"2012-10-29","Autoconf",1702,150678,114073,14924,21681
"2012-10-29","Plain Text",430,116669,0,108500,8169
"2012-10-29","Shell",299,90588,68583,13128,8877
"2012-10-29","CSS",679,84176,63947,5490,14739
"2012-10-29","Assembly",180,75551,55065,7865,12621
"2012-10-29","GNU Style Assembly",185,74971,63199,4455,7317
"2012-10-29","XML",883,72257,63430,3616,5211
"2012-10-29","Objective-C++",157,55961,39332,7281,9348
"2012-10-29","Visual Studio Project",47,46555,46555,0,0
"2012-10-29","Makefile",714,41888,22080,11528,8280
"2012-10-29","SVG",1672,39690,30755,5389,3546
"2012-10-29","Perl",152,25731,17582,4721,3428
"2012-10-29","JSON",85,21501,21498,0,3
"2012-10-29","C++ Header",56,19750,13870,3142,2738
"2012-10-29","TeX",29,10311,6425,2586,1300
"2012-10-29","Objective-C",31,5132,3868,528,736
"2012-10-29","Automake",19,4099,3427,279,393
"2012-10-29","Module-Definition",39,3972,3031,908,33
"2012-10-29","INI",230,3866,3063,443,360
"2012-10-29","Happy",3,2525,2297,0,228
"2012-10-29","SWIG",2,1622,1306,49,267
"2012-10-29","Markdown",18,1172,0,834,338
"2012-10-29","BASH",17,1137,620,353,164
"2012-10-29","ReStructuredText",6,1117,833,0,284
"2012-10-29","Visual Studio Solution",12,868,862,0,6
"2012-10-29","Batch",22,765,585,45,135
"2012-10-29","CMake",3,616,363,173,80
"2012-10-29","XSL",14,416,332,22,62
"2012-10-29","PHP",2,384,248,61,75
"2012-10-29","GLSL",13,365,119,223,23
"2012-10-29","RPM Specfile",4,307,221,23,63
"2012-10-29","Emacs Lisp",2,305,228,37,40
"2012-10-29","Protocol Buffers",3,299,112,127,60
"2012-10-29","HLSL",1,277,200,27,50
"2012-10-29","Xcode Config",9,267,59,166,42
"2012-10-29","Pan",1,151,85,42,24
"2012-10-29","PowerShell",1,148,31,107,10
"2012-10-29","Pascal",1,126,98,13,15
"2012-10-29","Fish",1,74,50,13,11
"2012-10-29","D",2,57,10,40,7
"2012-10-29","C Shell",1,34,19,6,9
"2012-10-29","Scons",1,25,18,1,6
"2012-10-29","Ada",1,21,16,0,5
"2012-10-29","MSBuild",1,14,14,0,0
"2012-10-29","Ruby",1,4,3,0,1
"2012-11-05","Total",0,9620986,6903375,1460350,1257261
"2012-11-05","C++",5899,2844664,2137661,305213,401790
"2012-11-05","C",3124,1878535,1369654,290467,218414
"2012-11-05","C Header",8018,1547257,944693,395123,207441
"2012-11-05","JavaScript",10870,1483520,1056155,186514,240851
"2012-11-05","HTML",16628,536206,487109,20201,28896
"2012-11-05","Python",1019,195912,150860,17813,27239
"2012-11-05","Java",957,178069,108319,47908,21842
"2012-11-05","Autoconf",1705,151022,114369,14929,21724
"2012-11-05","Plain Text",430,116676,0,108507,8169
"2012-11-05","Shell",299,90591,68583,13129,8879
"2012-11-05","CSS",679,84011,63812,5489,14710
"2012-11-05","Assembly",180,75551,55065,7865,12621
"2012-11-05","GNU Style Assembly",185,74971,63199,4455,7317
"2012-11-05","XML",884,72488,63652,3625,5211
"2012-11-05","Objective-C++",157,55783,39224,7233,9326
"2012-11-05","Visual Studio Project",47,46555,46555,0,0
"2012-11-05","Makefile",714,41934,22128,11524,8282
"2012-11-05","SVG",1675,39733,30793,5389,3551
"2012-11-05","Perl",152,25731,17582,4721,3428
"2012-11-05","JSON",86,21548,21545,0,3
"2012-11-05","C++ Header",56,19750,13870,3142,2738
"2012-11-05","TeX",29,10311,6425,2586,1300
"2012-11-05","Objective-C",31,5132,3868,528,736
"2012-11-05","Automake",19,4099,3427,279,393
"2012-11-05","Module-Definition",39,3972,3031,908,33
"2012-11-05","INI",230,3869,3067,440,362
"2012-11-05","Happy",3,2525,2297,0,228
"2012-11-05","SWIG",2,1622,1306,49,267
"2012-11-05","Markdown",18,1172,0,834,338
"2012-11-05","BASH",17,1137,620,353,164
"2012-11-05","ReStructuredText",6,1117,833,0,284
"2012-11-05","Visual Studio Solution",12,868,862,0,6
"2012-11-05","Batch",22,765,585,45,135
"2012-11-05","CMake",3,616,363,173,80
"2012-11-05","XSL",14,416,332,22,62
"2012-11-05","PHP",2,384,248,61,75
"2012-11-05","GLSL",13,365,119,223,23
"2012-11-05","RPM Specfile",4,307,221,23,63
"2012-11-05","Emacs Lisp",2,305,228,37,40
"2012-11-05","Protocol Buffers",3,299,112,127,60
"2012-11-05","HLSL",1,277,200,27,50
"2012-11-05","Xcode Config",9,267,59,166,42
"2012-11-05","Pan",1,151,85,42,24
"2012-11-05","PowerShell",1,148,31,107,10
"2012-11-05","Pascal",1,126,98,13,15
"2012-11-05","Fish",1,74,50,13,11
"2012-11-05","D",2,57,10,40,7
"2012-11-05","C Shell",1,34,19,6,9
"2012-11-05","Scons",1,25,18,1,6
"2012-11-05","Ada",1,21,16,0,5
"2012-11-05","MSBuild",1,14,14,0,0
"2012-11-05","Ruby",1,4,3,0,1
"2012-11-12","Total",0,9669294,6930566,1473314,1265414
"2012-11-12","C++",5917,2851672,2141967,306742,402963
"2012-11-12","C",3124,1878504,1369640,290453,218411
"2012-11-12","C Header",8038,1551929,947104,396608,208217
"2012-11-12","JavaScript",10905,1488997,1060282,187079,241636
"2012-11-12","HTML",16769,545056,495365,20330,29361
"2012-11-12","Python",1036,205057,157504,18379,29174
"2012-11-12","Java",956,177965,108236,47904,21825
"2012-11-12","Autoconf",1710,151332,114621,14938,21773
"2012-11-12","Plain Text",456,128147,0,117296,10851
"2012-11-12","Shell",301,90676,68632,13149,8895
"2012-11-12","CSS",686,85827,65197,5598,15032
"2012-11-12","Assembly",180,75551,55065,7865,12621
"2012-11-12","GNU Style Assembly",184,74866,63171,4386,7309
"2012-11-12","XML",884,72497,63660,3625,5212
"2012-11-12","Objective-C++",157,55314,38934,7088,9292
"2012-11-12","Visual Studio Project",47,46555,46555,0,0
"2012-11-12","Makefile",714,41946,22137,11528,8281
"2012-11-12","SVG",1678,39772,30824,5392,3556
"2012-11-12","Perl",152,25748,17602,4718,3428
"2012-11-12","JSON",85,21597,21594,0,3
"2012-11-12","C++ Header",56,19750,13870,3142,2738
"2012-11-12","TeX",29,10311,6425,2586,1300
"2012-11-12","Objective-C",31,5132,3868,528,736
"2012-11-12","Automake",19,4099,3427,279,393
"2012-11-12","Module-Definition",39,3972,3031,908,33
"2012-11-12","INI",233,3927,3126,431,370
"2012-11-12","Happy",3,2525,2297,0,228
"2012-11-12","SWIG",2,1622,1306,49,267
"2012-11-12","Markdown",18,1172,0,834,338
"2012-11-12","BASH",17,1137,620,353,164
"2012-11-12","ReStructuredText",6,1116,833,0,283
"2012-11-12","Visual Studio Solution",12,868,862,0,6
"2012-11-12","Batch",22,765,585,45,135
"2012-11-12","CMake",3,616,363,173,80
"2012-11-12","XSL",14,416,332,22,62
"2012-11-12","PHP",2,384,248,61,75
"2012-11-12","GLSL",13,365,119,223,23
"2012-11-12","RPM Specfile",4,307,221,23,63
"2012-11-12","Emacs Lisp",2,305,228,37,40
"2012-11-12","Protocol Buffers",3,299,112,127,60
"2012-11-12","HLSL",1,277,200,27,50
"2012-11-12","Xcode Config",9,267,59,166,42
"2012-11-12","Pan",1,151,85,42,24
"2012-11-12","PowerShell",1,148,31,107,10
"2012-11-12","Pascal",1,126,98,13,15
"2012-11-12","Fish",1,74,50,13,11
"2012-11-12","D",2,57,10,40,7
"2012-11-12","C Shell",1,34,19,6,9
"2012-11-12","Scons",1,25,18,1,6
"2012-11-12","Ada",1,21,16,0,5
"2012-11-12","MSBuild",1,14,14,0,0
"2012-11-12","Ruby",1,4,3,0,1
"2012-11-19","Total",0,9716261,6972883,1475179,1268199
"2012-11-19","C++",5909,2850424,2140922,306814,402688
"2012-11-19","C",3118,1877865,1369148,290421,218296
"2012-11-19","C Header",8029,1551874,947725,396048,208101
"2012-11-19","JavaScript",10948,1536294,1101915,189620,244759
"2012-11-19","HTML",16817,545951,496149,20418,29384
"2012-11-19","Python",1039,205250,157598,18408,29244
"2012-11-19","Java",954,177754,108170,47803,21781
"2012-11-19","Autoconf",1712,151833,115104,14870,21859
"2012-11-19","Plain Text",469,128020,0,117193,10827
"2012-11-19","Shell",301,90664,68621,13148,8895
"2012-11-19","CSS",686,85990,65314,5601,15075
"2012-11-19","Assembly",180,75551,55065,7865,12621
"2012-11-19","GNU Style Assembly",183,74770,63090,4381,7299
"2012-11-19","XML",885,72593,63743,3636,5214
"2012-11-19","Objective-C++",157,55328,38941,7094,9293
"2012-11-19","Visual Studio Project",47,46556,46556,0,0
"2012-11-19","Makefile",714,41977,22162,11526,8289
"2012-11-19","SVG",1685,39877,30925,5392,3560
"2012-11-19","Perl",152,25717,17597,4689,3431
"2012-11-19","JSON",85,21597,21594,0,3
"2012-11-19","C++ Header",56,19750,13870,3142,2738
"2012-11-19","TeX",29,10311,6425,2586,1300
"2012-11-19","Objective-C",31,5132,3868,528,736
"2012-11-19","Automake",19,4099,3427,279,393
"2012-11-19","Module-Definition",39,3972,3031,908,33
"2012-11-19","INI",232,3969,3160,435,374
"2012-11-19","Happy",3,2525,2297,0,228
"2012-11-19","SWIG",2,1622,1306,49,267
"2012-11-19","BASH",19,1185,654,365,166
"2012-11-19","Markdown",18,1172,0,834,338
"2012-11-19","ReStructuredText",6,1116,833,0,283
"2012-11-19","Visual Studio Solution",12,868,862,0,6
"2012-11-19","Batch",22,765,585,45,135
"2012-11-19","CMake",3,616,363,173,80
"2012-11-19","XSL",14,416,332,22,62
"2012-11-19","PHP",2,384,248,61,75
"2012-11-19","GLSL",13,365,119,223,23
"2012-11-19","RPM Specfile",4,307,221,23,63
"2012-11-19","Emacs Lisp",2,305,228,37,40
"2012-11-19","Protocol Buffers",3,299,112,127,60
"2012-11-19","HLSL",1,277,200,27,50
"2012-11-19","Xcode Config",9,267,59,166,42
"2012-11-19","Pan",1,151,85,42,24
"2012-11-19","PowerShell",1,148,31,107,10
"2012-11-19","Pascal",1,126,98,13,15
"2012-11-19","Fish",1,74,50,13,11
"2012-11-19","D",2,57,10,40,7
"2012-11-19","C Shell",1,34,19,6,9
"2012-11-19","Scons",1,25,18,1,6
"2012-11-19","Ada",1,21,16,0,5
"2012-11-19","MSBuild",1,14,14,0,0
"2012-11-19","Ruby",1,4,3,0,1
"2012-11-26","Total",0,9802518,7022045,1498437,1282036
"2012-11-26","C++",5996,2886669,2167569,311214,407886
"2012-11-26","C",2784,1852441,1343581,291831,217029
"2012-11-26","C Header",8188,1600853,975310,410688,214855
"2012-11-26","JavaScript",11171,1570385,1127392,193795,249198
"2012-11-26","HTML",17241,556595,506403,20594,29598
"2012-11-26","Python",1072,209713,160881,18957,29875
"2012-11-26","Java",962,178892,108865,48083,21944
"2012-11-26","Autoconf",1751,148193,111354,14945,21894
"2012-11-26","Plain Text",474,128318,0,117463,10855
"2012-11-26","CSS",707,88279,67217,5697,15365
"2012-11-26","Assembly",180,75551,55065,7865,12621
"2012-11-26","Shell",292,75441,56799,11105,7537
"2012-11-26","XML",886,71885,63157,3615,5113
"2012-11-26","GNU Style Assembly",150,71740,61131,3656,6953
"2012-11-26","Objective-C++",156,55195,38815,7116,9264
"2012-11-26","Visual Studio Project",47,46556,46556,0,0
"2012-11-26","Makefile",708,41918,22087,11567,8264
"2012-11-26","SVG",1692,39917,30886,5457,3574
"2012-11-26","Perl",151,25504,17447,4656,3401
"2012-11-26","JSON",90,21670,21667,0,3
"2012-11-26","C++ Header",56,19875,13963,3173,2739
"2012-11-26","TeX",1,7210,4102,2502,606
"2012-11-26","Objective-C",31,5132,3868,528,736
"2012-11-26","INI",238,4110,3294,438,378
"2012-11-26","Module-Definition",39,3986,3039,914,33
"2012-11-26","Automake",15,3230,2748,200,282
"2012-11-26","Happy",3,2525,2297,0,228
"2012-11-26","SWIG",2,1622,1306,49,267
"2012-11-26","BASH",19,1185,654,365,166
"2012-11-26","Markdown",18,1172,0,834,338
"2012-11-26","ReStructuredText",7,1161,864,0,297
"2012-11-26","Visual Studio Solution",12,868,862,0,6
"2012-11-26","Batch",22,765,585,45,135
"2012-11-26","CMake",3,616,363,173,80
"2012-11-26","GLSL",14,437,174,227,36
"2012-11-26","XSL",14,416,332,22,62
"2012-11-26","PHP",2,384,248,61,75
"2012-11-26","RPM Specfile",4,307,221,23,63
"2012-11-26","Emacs Lisp",2,305,228,37,40
"2012-11-26","Protocol Buffers",3,299,112,127,60
"2012-11-26","HLSL",1,277,200,27,50
"2012-11-26","Xcode Config",9,267,59,166,42
"2012-11-26","Pan",1,151,85,42,24
"2012-11-26","PowerShell",1,148,31,107,10
"2012-11-26","Pascal",1,126,98,13,15
"2012-11-26","Fish",1,74,50,13,11
"2012-11-26","D",2,57,10,40,7
"2012-11-26","C Shell",1,34,19,6,9
"2012-11-26","Scons",1,25,18,1,6
"2012-11-26","Ada",1,21,16,0,5
"2012-11-26","MSBuild",1,14,14,0,0
"2012-11-26","Ruby",1,4,3,0,1
"2012-12-03","Total",0,9765738,7006881,1484342,1274515
"2012-12-03","C++",5935,2859592,2147279,308294,404019
"2012-12-03","C",3118,1877883,1369157,290428,218298
"2012-12-03","C Header",8107,1569254,956495,401821,210938
"2012-12-03","JavaScript",11022,1547860,1110193,191182,246485
"2012-12-03","HTML",17113,554218,504319,20471,29428
"2012-12-03","Python",1041,205927,158168,18450,29309
"2012-12-03","Java",955,178040,108402,47821,21817
"2012-12-03","Autoconf",1737,153262,116106,15053,22103
"2012-12-03","Plain Text",471,128058,0,117223,10835
"2012-12-03","Shell",302,90734,68686,13152,8896
"2012-12-03","CSS",697,86311,65578,5612,15121
"2012-12-03","Assembly",180,75551,55065,7865,12621
"2012-12-03","GNU Style Assembly",183,74770,63090,4381,7299
"2012-12-03","XML",889,72917,64075,3636,5206
"2012-12-03","Objective-C++",157,55027,38706,7070,9251
"2012-12-03","Visual Studio Project",47,46556,46556,0,0
"2012-12-03","Makefile",714,41997,22177,11527,8293
"2012-12-03","SVG",1687,39910,30954,5396,3560
"2012-12-03","Perl",152,25719,17599,4689,3431
"2012-12-03","JSON",90,21598,21595,0,3
"2012-12-03","C++ Header",56,19875,13963,3173,2739
"2012-12-03","TeX",29,10311,6425,2586,1300
"2012-12-03","Objective-C",31,5132,3868,528,736
"2012-12-03","Automake",19,4100,3428,279,393
"2012-12-03","Module-Definition",39,3972,3031,908,33
"2012-12-03","INI",231,3940,3148,420,372
"2012-12-03","Happy",3,2525,2297,0,228
"2012-12-03","SWIG",2,1622,1306,49,267
"2012-12-03","BASH",19,1185,654,365,166
"2012-12-03","Markdown",18,1172,0,834,338
"2012-12-03","ReStructuredText",7,1161,864,0,297
"2012-12-03","Visual Studio Solution",12,868,862,0,6
"2012-12-03","Batch",22,765,585,45,135
"2012-12-03","CMake",3,616,363,173,80
"2012-12-03","XSL",14,416,332,22,62
"2012-12-03","GLSL",14,401,143,226,32
"2012-12-03","PHP",2,384,248,61,75
"2012-12-03","RPM Specfile",4,307,221,23,63
"2012-12-03","Emacs Lisp",2,305,228,37,40
"2012-12-03","Protocol Buffers",3,299,112,127,60
"2012-12-03","HLSL",1,277,200,27,50
"2012-12-03","Xcode Config",9,267,59,166,42
"2012-12-03","Pan",1,151,85,42,24
"2012-12-03","PowerShell",1,148,31,107,10
"2012-12-03","Pascal",1,126,98,13,15
"2012-12-03","Fish",1,74,50,13,11
"2012-12-03","D",2,57,10,40,7
"2012-12-03","C Shell",1,34,19,6,9
"2012-12-03","Scons",1,25,18,1,6
"2012-12-03","Ada",1,21,16,0,5
"2012-12-03","MSBuild",1,14,14,0,0
"2012-12-03","Ruby",1,4,3,0,1
"2012-12-10","Total",0,9725252,6969063,1483066,1273123
"2012-12-10","C++",5972,2874885,2158347,310301,406237
"2012-12-10","C",2785,1827564,1326997,285609,214958
"2012-12-10","C Header",8098,1577596,961693,404231,211672
"2012-12-10","JavaScript",11068,1556932,1116785,192521,247626
"2012-12-10","HTML",17202,555410,505376,20541,29493
"2012-12-10","Python",1069,209284,160534,18932,29818
"2012-12-10","Java",966,179302,109214,48078,22010
"2012-12-10","Autoconf",1738,147439,110819,14876,21744
"2012-12-10","Plain Text",472,128086,0,117244,10842
"2012-12-10","CSS",697,86553,65792,5620,15141
"2012-12-10","Shell",292,75554,56842,11158,7554
"2012-12-10","Assembly",180,75551,55065,7865,12621
"2012-12-10","XML",890,72001,63242,3624,5135
"2012-12-10","GNU Style Assembly",150,71740,61131,3656,6953
"2012-12-10","Objective-C++",156,55023,38720,7058,9245
"2012-12-10","Visual Studio Project",47,46556,46556,0,0
"2012-12-10","Makefile",717,41998,22117,11577,8304
"2012-12-10","SVG",1688,39932,30970,5397,3565
"2012-12-10","Perl",151,25504,17447,4656,3401
"2012-12-10","JSON",91,21636,21633,0,3
"2012-12-10","C++ Header",56,19875,13963,3173,2739
"2012-12-10","TeX",1,7210,4102,2502,606
"2012-12-10","Objective-C",31,5132,3868,528,736
"2012-12-10","INI",234,4049,3245,429,375
"2012-12-10","Module-Definition",39,3982,3036,913,33
"2012-12-10","Automake",15,3230,2748,200,282
"2012-12-10","Happy",3,2525,2297,0,228
"2012-12-10","SWIG",2,1622,1306,49,267
"2012-12-10","BASH",19,1185,654,365,166
"2012-12-10","Markdown",18,1172,0,834,338
"2012-12-10","ReStructuredText",7,1161,864,0,297
"2012-12-10","Visual Studio Solution",12,868,862,0,6
"2012-12-10","Batch",22,765,585,45,135
"2012-12-10","CMake",3,616,363,173,80
"2012-12-10","XSL",14,416,332,22,62
"2012-12-10","GLSL",14,405,146,226,33
"2012-12-10","PHP",2,384,248,61,75
"2012-12-10","RPM Specfile",4,307,221,23,63
"2012-12-10","Emacs Lisp",2,305,228,37,40
"2012-12-10","Protocol Buffers",3,299,112,127,60
"2012-12-10","HLSL",1,277,200,27,50
"2012-12-10","Xcode Config",9,267,59,166,42
"2012-12-10","Pan",1,151,85,42,24
"2012-12-10","PowerShell",1,148,31,107,10
"2012-12-10","Pascal",1,126,98,13,15
"2012-12-10","Fish",1,74,50,13,11
"2012-12-10","D",2,57,10,40,7
"2012-12-10","C Shell",1,34,19,6,9
"2012-12-10","Scons",1,25,18,1,6
"2012-12-10","Ada",1,21,16,0,5
"2012-12-10","MSBuild",1,14,14,0,0
"2012-12-10","Ruby",1,4,3,0,1
"2012-12-17","Total",0,9762157,6994486,1489393,1278278
"2012-12-17","C++",5986,2882216,2163833,310967,407416
"2012-12-17","C",2784,1825654,1325632,285209,214813
"2012-12-17","C Header",8170,1596144,972859,408962,214323
"2012-12-17","JavaScript",11143,1567317,1125026,193491,248800
"2012-12-17","HTML",17229,556303,506135,20579,29589
"2012-12-17","Python",1072,209646,160826,18952,29868
"2012-12-17","Java",963,178791,108781,48072,21938
"2012-12-17","Autoconf",1750,148048,111229,14948,21871
"2012-12-17","Plain Text",473,128257,0,117413,10844
"2012-12-17","CSS",702,87486,66577,5659,15250
"2012-12-17","Assembly",180,75551,55065,7865,12621
"2012-12-17","Shell",292,75432,56790,11105,7537
"2012-12-17","XML",891,72056,63283,3631,5142
"2012-12-17","GNU Style Assembly",150,71740,61131,3656,6953
"2012-12-17","Objective-C++",156,55152,38802,7093,9257
"2012-12-17","Visual Studio Project",47,46556,46556,0,0
"2012-12-17","Makefile",718,42057,22148,11600,8309
"2012-12-17","SVG",1679,39738,30794,5406,3538
"2012-12-17","Perl",151,25504,17447,4656,3401
"2012-12-17","JSON",91,21738,21735,0,3
"2012-12-17","C++ Header",56,19875,13963,3173,2739
"2012-12-17","TeX",1,7210,4102,2502,606
